EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
974447,ORLEANS PAR.,VIEUX CARRE,07/16/2021,1238,Flash Flood, , ,0,0,0,0,LA,CST-6, ,161365,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,2,N,2,NNE,VIEUX CARRE,07/16/2021,1238,29.9943,-90.0749,29.9983,-90.0641,"Report of high water on the Paris Avenue underpass near Gentilly Boulevard. High water reported across roads in the area.","In the afternoon hours on July 16th, isolated thunderstorms developed due to very moisture rich Gulf air in place combined with ample afternoon destabilization. Weak wind flow aloft allowed for slow movement with these storms leading to isolated areas of flash flooding to develop.",41
978984,ORLEANS PAR.,MC DOLOGHVILLE,08/29/2021,2200,Flash Flood, , ,1,0,0,0,LA,CST-6, ,162128,C,71,LIX,0,0,Emergency Manager,Heavy Rain / Tropical System, , ,1,WNW,3,W,GENTILLY,08/30/2021,600,29.9398,-90.0672,30.0196,-90.0749,"Significant street flooding occurred in a few parts of the parish, though no homes were reported to take on water. One man drowned when he drove into a flooded underpass on I-10.","The ninth named storm, fourth hurricane, and second major hurricane of the 2021 Atlantic hurricane season, Ida originated from a tropical wave in the Caribbean Sea on August 23rd. On August 26th, the wave developed into a tropical depression, which organized further and became Tropical Storm Ida later that day, near Grand Cayman. On a northwestward track, Ida intensified into a hurricane on August 27, just before moving over western Cuba. A day later, the hurricane underwent rapid intensification over the Gulf of Mexico as it passed over a warm core eddy and reached major hurricane strength. It was just under 72 hours from tropical depression formation to category 4 strength with 150 mph winds. Ida remained at its peak intensity of 150 mph winds and a minimum central pressure of 929 millibars as it made landfall near Port Fourchon midday on August 29th. It didn���t weaken to a tropical storm until it reached near the Louisiana/Mississippi border. ||Ida produced extensive to catastrophic damage across southeast Louisiana. On Grand Isle, around 40% of the structures were destroyed and the island was uninhabitable. Near 75% of the structures in Lafourche Parish were damaged or destroyed and likely similar numbers in Terrebonne Parish. 100+ mph wind gusts reached as far inland as Interstate 12. These winds damaged more than 30,000 poles, over 36,000 spans of wire and nearly 6,000 transformers. Of those more than 30,000 Louisiana poles, nearly 80% of those broken or damaged are from the most heavily impacted areas.|In total, the number of damaged or destroyed poles from Ida is more than hurricanes Katrina, Ike, Delta and Zeta combined. Due to major destruction to the power grid across the region, over 1 million customers were without power after landfall. Some of those power outages near the Louisiana coast lasted for around 4 weeks. |||The Louisiana Department of Health reported 3 direct fatalities and 28 indirect fatalities. Excessive heat and carbon monoxide poisoning were the most common causes of death. Indirect injuries associated with Ida: 351 heat-related, 183 carbon monoxide exposure, and 3 electrocutions. Storm surge ranged from a few feet to 10 to 15 feet. Hurricane Ida caused approximately $30 billion worth of damage.",42
986773,ORLEANS PAR.,LEE,09/14/2021,1212,Flash Flood, , ,0,0,0,0,LA,CST-6, ,163434,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,E,2,ESE,GENTILLY,09/14/2021,1312,30.02,-89.97,30.009,-90.0051,"NOHSEP reported multiple underpasses to be impassible due to high water.","Tropical Storm Nicholas made landfall on the Texas coast south of Houston early Tuesday morning on September 14th. Over the next 24 hours, the weakening storm slowly tracked east-northeast along the coastline, reaching the LA/TX border Wednesday morning. During the 14th and 15th, outer bands of Nicholas expanded east across southeast Louisiana. The persistent rain from those banding features produced areas of flash flooding.",43
1009733,ORLEANS PAR.,VIEUX CARRE,02/03/2022,1458,Flash Flood, , ,0,0,0,0,LA,CST-6, ,166887,C,71,LIX,0,0,Mesonet,Heavy Rain, , ,2,NNE,1,N,VIEUX CARRE,02/03/2022,1558,29.9952,-90.073,29.9839,-90.078,"Local street water height gauge measured water up to 3 feet at the underpass of I-610 and Paris Avenue.","A cold front moving through the local area began to slow down its eastward progression as it reached southeast Louisiana. Thunderstorms along the boundary started training over the same areas due to the slowing down of the cold front. This resulted in multiple areas of flash flooding across the region. Property damage was fairly minimal but dozens of streets across different cities became impassable.",44
1021946,ORLEANS PAR.,NEW ORLEANS,04/13/2022,2314,Flash Flood, , ,0,0,0,0,LA,CST-6, ,168761,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,ESE,2,NW,NEW ORLEANS,04/14/2022,130,29.9439,-90.0792,29.9679,-90.1268,"The local emergency manager reported several streets and a few underpasses to be closed due to high water.","A cold front moved through the area during the evening hours of April 13th. As the front reached the New Orleans metro, it slowed slightly. This slowing along with a fairly wide swath of intense rainfall resulted in street flooding across the city of New Orleans.",45
1031174,ORLEANS PAR.,CUTOFF,05/25/2022,1408,Flash Flood, , ,0,0,0,0,LA,CST-6, ,170047,C,71,LIX,0,0,Public,Heavy Rain, , ,2,SSE,2,SSE,CUTOFF,05/25/2022,1508,29.9,-89.99,29.8951,-89.9909,"Received an MPING report of water covered roadways near Edward Herbert Boulevard.","A strong cold front moving through the region on the 25th. A broken line of thunderstorms developed along the frontal boundary. A few storms developed ahead of the main line of storms for a short period before the main line caught up to them. This resulted in a longer period of rainfall for some areas of New Orleans metro which lead to flash flooding.",46
1043315,ORLEANS PAR.,GENTILLY,06/10/2022,913,Flash Flood, , ,0,0,50000,0,LA,CST-6, ,171761,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,NW,3,WNW,GENTILLY,06/10/2022,1013,30.0333,-90.049,30.0297,-90.0773,"Broadcast media reported stalled vehicles and high water rescues in Gentilly near the lakefront. Reports relayed via social media.","A cold front that was moving south across Mississippi and Louisiana on 6/9 moved across portions of the the local coastal waters. Sufficient instability was still in place from the previous afternoon to support severe thunderstorms along the boundary. It then stalled across the coastal waters near the mouth of the Mississippi River on the morning of the 10th. Not long after stalling, it began to lift back north as a warm front. As it did so, storms began training across New Orleans metro, resulting in flash flooding. Moving into the afternoon hours, the warm front continued north. Daytime heating destabilized the atmosphere even more within the warm sector, south of the front. This provided an environment which supported severe thunderstorms with damaging wind gusts over both land and marine areas.",47
1043320,ORLEANS PAR.,GENTILLY,06/10/2022,1000,Flash Flood, , ,0,0,0,0,LA,CST-6, ,171761,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,2,WNW,3,WNW,GENTILLY,06/10/2022,1045,30.03,-90.07,30.0295,-90.0728,"Social media pictures showed street flooding around the University of New Orleans.","A cold front that was moving south across Mississippi and Louisiana on 6/9 moved across portions of the the local coastal waters. Sufficient instability was still in place from the previous afternoon to support severe thunderstorms along the boundary. It then stalled across the coastal waters near the mouth of the Mississippi River on the morning of the 10th. Not long after stalling, it began to lift back north as a warm front. As it did so, storms began training across New Orleans metro, resulting in flash flooding. Moving into the afternoon hours, the warm front continued north. Daytime heating destabilized the atmosphere even more within the warm sector, south of the front. This provided an environment which supported severe thunderstorms with damaging wind gusts over both land and marine areas.",48
1043324,ORLEANS PAR.,GENTILLY,06/10/2022,1024,Flash Flood, , ,0,0,0,0,LA,CST-6, ,171761,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,2,E,1,W,LEE,06/10/2022,1045,30.0218,-90.0051,30.0209,-90.0049,"A canal near Camelia Street overflowed, covering the roadway.","A cold front that was moving south across Mississippi and Louisiana on 6/9 moved across portions of the the local coastal waters. Sufficient instability was still in place from the previous afternoon to support severe thunderstorms along the boundary. It then stalled across the coastal waters near the mouth of the Mississippi River on the morning of the 10th. Not long after stalling, it began to lift back north as a warm front. As it did so, storms began training across New Orleans metro, resulting in flash flooding. Moving into the afternoon hours, the warm front continued north. Daytime heating destabilized the atmosphere even more within the warm sector, south of the front. This provided an environment which supported severe thunderstorms with damaging wind gusts over both land and marine areas.",49
1043328,ORLEANS PAR.,VIEUX CARRE,06/10/2022,1106,Flash Flood, , ,0,0,30000,0,LA,CST-6, ,171761,C,71,LIX,0,0,NWS Employee,Heavy Rain, , ,1,NW,1,NW,VIEUX CARRE,06/10/2022,1306,29.9842,-90.0954,29.9821,-90.0948,"Multiple vehicles were stalled along Claiborne and City Park Avenue due to high water.","A cold front that was moving south across Mississippi and Louisiana on 6/9 moved across portions of the the local coastal waters. Sufficient instability was still in place from the previous afternoon to support severe thunderstorms along the boundary. It then stalled across the coastal waters near the mouth of the Mississippi River on the morning of the 10th. Not long after stalling, it began to lift back north as a warm front. As it did so, storms began training across New Orleans metro, resulting in flash flooding. Moving into the afternoon hours, the warm front continued north. Daytime heating destabilized the atmosphere even more within the warm sector, south of the front. This provided an environment which supported severe thunderstorms with damaging wind gusts over both land and marine areas.",50
1043337,ORLEANS PAR.,GENTILLY,06/10/2022,1123,Flash Flood, , ,0,0,10000,0,LA,CST-6, ,171761,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,E,1,E,GENTILLY,06/10/2022,1315,30.02,-90.02,30.0182,-90.0197,"Water over one foot deep was stalling cars along Dwyer Road.","A cold front that was moving south across Mississippi and Louisiana on 6/9 moved across portions of the the local coastal waters. Sufficient instability was still in place from the previous afternoon to support severe thunderstorms along the boundary. It then stalled across the coastal waters near the mouth of the Mississippi River on the morning of the 10th. Not long after stalling, it began to lift back north as a warm front. As it did so, storms began training across New Orleans metro, resulting in flash flooding. Moving into the afternoon hours, the warm front continued north. Daytime heating destabilized the atmosphere even more within the warm sector, south of the front. This provided an environment which supported severe thunderstorms with damaging wind gusts over both land and marine areas.",51
1043344,ORLEANS PAR.,GENTILLY,06/10/2022,1206,Flash Flood, , ,0,0,0,0,LA,CST-6, ,171761,C,71,LIX,0,0,Public,Heavy Rain, , ,2,WNW,2,W,GENTILLY,06/10/2022,1206,30.03,-90.06,30.0229,-90.0598,"The public reported Lakeshore Drive near Elysian Fields to be closed due to high water at the underpass of Seabrook bridge. Cars were stalled in the high water.","A cold front that was moving south across Mississippi and Louisiana on 6/9 moved across portions of the the local coastal waters. Sufficient instability was still in place from the previous afternoon to support severe thunderstorms along the boundary. It then stalled across the coastal waters near the mouth of the Mississippi River on the morning of the 10th. Not long after stalling, it began to lift back north as a warm front. As it did so, storms began training across New Orleans metro, resulting in flash flooding. Moving into the afternoon hours, the warm front continued north. Daytime heating destabilized the atmosphere even more within the warm sector, south of the front. This provided an environment which supported severe thunderstorms with damaging wind gusts over both land and marine areas.",52
1043533,ORLEANS PAR.,GENTILLY,07/05/2022,1040,Flash Flood, , ,0,0,0,0,LA,CST-6, ,171897,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,WNW,4,NW,VIEUX CARRE,07/05/2022,1300,30.0255,-90.0409,30.0176,-90.1247,"Broadcast media reported widespread street flooding across the city of New Orleans with some roads closed due to high water.","An upper level ridge was centered north and west of the region. That put the local area on the outer periphery of the ridge. Atmospheric moisture levels were very high, with a precipitable water value of 2.4 inches. That value is right at the average highest for this time of year. An easterly wave passing across the local area on the 5th provided the focus for convective development and was able to capitalize on the abundant moisture in place. One of the storms that developed was able to produce heavy rainfall resulting in flash flooding across New Orleans.",53
1043564,ORLEANS PAR.,NEW ORLEANS,07/20/2022,1635,Flash Flood, , ,0,0,0,0,LA,CST-6, ,171904,C,71,LIX,0,0,NWS Employee,Heavy Rain, , ,1,NNW,2,WNW,VIEUX CARRE,07/20/2022,1900,29.9682,-90.1085,29.9803,-90.1109,"An NWS employee reported numerous flooded streets in the Mid-City neighborhood.","It was a fairly typical summer-time regime in place with abundant moisture available and warm temperatures expected. Convergence along sea-breeze boundaries sparked off thunderstorm development. It was along these boundaries that a thunderstorm produced severe gusts in marine areas. That same storm grew westward from Lake Borne across the city of New Orleans. In doing so, movement was slow and thus flash flooding occurred.",54
1043576,ORLEANS PAR.,NEW ORLEANS,07/27/2022,1400,Flash Flood, , ,0,0,0,0,LA,CST-6, ,171910,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,3,SSW,3,SSW,NEW ORLEANS,07/27/2022,1500,29.9172,-90.1189,29.9171,-90.1196,"Broadcast media shared a video of street flooding at the intersection of Joseph Street and Tchoupitoulas.","An upper level ridge was centered east of the area and another to the west. That put the local area in a region of weakness between them which is an area conducive for higher rain chances. The upper air soundings around that time showed sufficient instability and moisture in place to support numerous thunderstorm development. One storm developed around New Orleans, but didn���t move much despite the general flow of storms to be northwest at around 10 mph. Getting hung up on a sea-breeze boundary was the likely culprit of the storm not moving and producing flash flooding.",55
1043578,ORLEANS PAR.,ALGIERS,07/30/2022,1117,Flash Flood, , ,0,0,0,0,LA,CST-6, ,171913,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,2,NE,2,NE,ALGIERS,07/30/2022,1300,29.97,-90.03,29.9685,-90.0311,"Flooding was reported at the intersection of North Roberston and Kentucky Street.","A tropical upper-tropospheric trough (TUTT) low was moving westward across the northern Gulf of Mexico. This feature brought with it, abundant moisture throughout the column as well as a focus for storms to develop. Heavy rain and flash flooding occurred in St. Bernard Parish as the TUTT low moved into the area.",56
1055146,ORLEANS PAR.,NEW ORLEANS,08/10/2022,1129,Flash Flood, , ,0,0,0,0,LA,CST-6, ,173410,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,3,SW,2,S,NEW ORLEANS,08/10/2022,1229,29.9191,-90.1239,29.9173,-90.1009,"Broadcast media shared a picture on social media of flooding on Tchoupitoulas.","There was continuing rainy pattern that had been in place for a week or more. A wide swath of showers and thunderstorms developed in the coastal waters just south of Louisiana coast. As those storms moved northward within a very moisture rich atmosphere, they were both enhanced by the seabreeze boundary located across the City of New Orleans and slowed in progression. This resulted in flash flooding in portions of Jefferson and Orleans parishes.",57
1057931,ORLEANS PAR.,NEW ORLEANS,09/03/2022,1429,Flash Flood, , ,0,0,0,0,LA,CST-6, ,174499,C,71,LIX,0,0,Public,Heavy Rain, , ,1,WSW,1,SW,NEW ORLEANS,09/03/2022,1445,29.94,-90.12,29.9394,-90.1182,"Heavy rain resulted in street flooding on Freret near the Fogelman Arena in Devlin Fieldhouse. Water estimated to be around 1 foot deep.","A frontal boundary that stalled across southeast Louisiana and southern Mississippi on September 2nd, slowly lifted northward through the day on September 3rd. Abundant moisture in place south of the boundary provided enough lift for showers and thunderstorms to develop. The existence and slow movement of the front resulted in slow moving storms. This resulted in heavy rainfall and flash flooding over portions of Baton Rouge and New Orleans.",58
1057932,ORLEANS PAR.,NEW ORLEANS,09/03/2022,1435,Flash Flood, , ,0,0,0,0,LA,CST-6, ,174499,C,71,LIX,0,0,Public,Heavy Rain, , ,2,S,2,S,NEW ORLEANS,09/03/2022,1450,29.9202,-90.102,29.9205,-90.1008,"Heavy rain resulted in street flooding near the intersection of Magazine and Napoleon Avenue. Water estimated to be around 1 foot deep.","A frontal boundary that stalled across southeast Louisiana and southern Mississippi on September 2nd, slowly lifted northward through the day on September 3rd. Abundant moisture in place south of the boundary provided enough lift for showers and thunderstorms to develop. The existence and slow movement of the front resulted in slow moving storms. This resulted in heavy rainfall and flash flooding over portions of Baton Rouge and New Orleans.",59
1057933,ORLEANS PAR.,NEW ORLEANS,09/03/2022,1447,Flash Flood, , ,0,0,0,0,LA,CST-6, ,174499,C,71,LIX,0,0,Public,Heavy Rain, , ,1,WSW,1,WSW,NEW ORLEANS,09/03/2022,1500,29.9412,-90.1168,29.9408,-90.1172,"Heavy rain resulted in street flooding near the intersection of Willow and Calhoun. Water estimated to be around 1.5 feet deep.","A frontal boundary that stalled across southeast Louisiana and southern Mississippi on September 2nd, slowly lifted northward through the day on September 3rd. Abundant moisture in place south of the boundary provided enough lift for showers and thunderstorms to develop. The existence and slow movement of the front resulted in slow moving storms. This resulted in heavy rainfall and flash flooding over portions of Baton Rouge and New Orleans.",60
1057934,ORLEANS PAR.,NEW ORLEANS,09/03/2022,1450,Flash Flood, , ,0,0,0,0,LA,CST-6, ,174499,C,71,LIX,0,0,Public,Heavy Rain, , ,2,S,2,S,NEW ORLEANS,09/03/2022,1505,29.92,-90.1,29.9202,-90.1008,"Heavy rain resulted in flooding around 1.5 feet deep near Napoleon and Camp. Time estimated by radar.","A frontal boundary that stalled across southeast Louisiana and southern Mississippi on September 2nd, slowly lifted northward through the day on September 3rd. Abundant moisture in place south of the boundary provided enough lift for showers and thunderstorms to develop. The existence and slow movement of the front resulted in slow moving storms. This resulted in heavy rainfall and flash flooding over portions of Baton Rouge and New Orleans.",61
1057935,ORLEANS PAR.,MC DOLOGHVILLE,09/03/2022,1450,Flash Flood, , ,0,0,0,0,LA,CST-6, ,174499,C,71,LIX,0,0,Public,Heavy Rain, , ,1,W,2,WSW,MC DOLOGHVILLE,09/03/2022,1505,29.9267,-90.073,29.9246,-90.0753,"Heavy rain resulted in flooding around 1 foot deep near Chippewa and Felicity streets. Time estimated by radar.","A frontal boundary that stalled across southeast Louisiana and southern Mississippi on September 2nd, slowly lifted northward through the day on September 3rd. Abundant moisture in place south of the boundary provided enough lift for showers and thunderstorms to develop. The existence and slow movement of the front resulted in slow moving storms. This resulted in heavy rainfall and flash flooding over portions of Baton Rouge and New Orleans.",62
1057937,ORLEANS PAR.,MC DOLOGHVILLE,09/03/2022,1450,Flash Flood, , ,0,0,0,0,LA,CST-6, ,174499,C,71,LIX,0,0,Public,Heavy Rain, , ,2,WSW,2,WSW,MC DOLOGHVILLE,09/03/2022,1505,29.923,-90.0807,29.9236,-90.0823,"Heavy rain resulted in flooding around 1 foot deep near the intersection of Washington and Annunciation Streets. Time estimated by radar.","A frontal boundary that stalled across southeast Louisiana and southern Mississippi on September 2nd, slowly lifted northward through the day on September 3rd. Abundant moisture in place south of the boundary provided enough lift for showers and thunderstorms to develop. The existence and slow movement of the front resulted in slow moving storms. This resulted in heavy rainfall and flash flooding over portions of Baton Rouge and New Orleans.",63
1057945,ORLEANS PAR.,NEW ORLEANS,09/03/2022,1450,Flash Flood, , ,0,0,0,0,LA,CST-6, ,174499,C,71,LIX,0,0,Public,Heavy Rain, , ,2,S,2,S,NEW ORLEANS,09/03/2022,1505,29.9233,-90.1011,29.9235,-90.0999,"Heavy rain resulted in flooding around 1 foot deep along General Pershing. Time estimated by radar.","A frontal boundary that stalled across southeast Louisiana and southern Mississippi on September 2nd, slowly lifted northward through the day on September 3rd. Abundant moisture in place south of the boundary provided enough lift for showers and thunderstorms to develop. The existence and slow movement of the front resulted in slow moving storms. This resulted in heavy rainfall and flash flooding over portions of Baton Rouge and New Orleans.",64
1057948,ORLEANS PAR.,NEW ORLEANS,09/03/2022,1450,Flash Flood, , ,0,0,0,0,LA,CST-6, ,174499,C,71,LIX,0,0,Public,Heavy Rain, , ,2,W,2,W,NEW ORLEANS,09/03/2022,1505,29.9493,-90.1316,29.9488,-90.1309,"Heavy rain resulted in flooding around 1 foot deep near the intersection of Dante and Oak Streets. Time estimated by radar.","A frontal boundary that stalled across southeast Louisiana and southern Mississippi on September 2nd, slowly lifted northward through the day on September 3rd. Abundant moisture in place south of the boundary provided enough lift for showers and thunderstorms to develop. The existence and slow movement of the front resulted in slow moving storms. This resulted in heavy rainfall and flash flooding over portions of Baton Rouge and New Orleans.",65
1057949,ORLEANS PAR.,NEW ORLEANS,09/03/2022,1457,Flash Flood, , ,0,0,0,0,LA,CST-6, ,174499,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,WSW,2,WSW,NEW ORLEANS,09/03/2022,1512,29.94,-90.12,29.9408,-90.1239,"Broadcast media reported several impassable streets throughout Tulane University due to flooded streets.","A frontal boundary that stalled across southeast Louisiana and southern Mississippi on September 2nd, slowly lifted northward through the day on September 3rd. Abundant moisture in place south of the boundary provided enough lift for showers and thunderstorms to develop. The existence and slow movement of the front resulted in slow moving storms. This resulted in heavy rainfall and flash flooding over portions of Baton Rouge and New Orleans.",66
1068503,ORLEANS PAR.,VIEUX CARRE,12/14/2022,1715,Flash Flood, , ,0,0,0,0,LA,CST-6, ,175951,C,71,LIX,0,0,Law Enforcement,Heavy Rain, , ,1,NNW,1,NNW,VIEUX CARRE,12/14/2022,1815,29.9898,-90.0891,29.9903,-90.0872,"Street flooding from heavy rainfall was reported near the base of the Wisner overpass.","A strong upper level disturbance and surface low produced several supercell thunderstorms with embedded tornadoes across Southeast Louisiana and Southern Mississippi during the late afternoon and evening hours of Wednesday December 14, 2022. These supercell thunderstorms produced straight line wind damage and a several tornadoes in the area. Two EF-2 tornados impacted portions of the New Orleans metro area in St. Charles Parish, and in Jefferson, Orleans, and St. Bernard Parishes.||6 tornadoes have been confirmed from this event. These tornadoes have been determined to range in strength from EF0 to EF2 after NWS storm surveys were conducted. The St. Charles tornado resulted in 8 injuries and 1 fatality.",67
1104574,ORLEANS PAR.,VIEUX CARRE,05/09/2023,1205,Flash Flood, , ,0,0,0,0,LA,CST-6, ,181119,C,71,LIX,0,0,Public,Heavy Rain, , ,1,N,1,N,VIEUX CARRE,05/09/2023,1405,29.99,-90.08,29.9909,-90.0762,"Public reports on social media that the highway 610 underpass in Gentilly was closed due to flash flooding.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",68
1104576,ORLEANS PAR.,GENTILLY,05/09/2023,1225,Flash Flood, , ,0,0,0,0,LA,CST-6, ,181119,C,71,LIX,0,0,Public,Heavy Rain, , ,2,WSW,2,WSW,GENTILLY,05/09/2023,1425,30.01,-90.06,30.0134,-90.0599,"Public reports flash flooding at Elysian Fields avenue and Filmore avenue in New Orleans.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",69
1104579,ORLEANS PAR.,GENTILLY,05/09/2023,1225,Flash Flood, , ,0,0,0,0,LA,CST-6, ,181119,C,71,LIX,0,0,Public,Heavy Rain, , ,1,N,1,NNE,GENTILLY,05/09/2023,1425,30.0329,-90.0284,30.0335,-90.0265,"Public reports flash flooding ongoing at Hayne boulevard and Downman road in New Orleans.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",70
1104580,ORLEANS PAR.,GENTILLY,05/09/2023,1250,Flash Flood, , ,0,0,0,0,LA,CST-6, ,181119,C,71,LIX,0,0,Public,Heavy Rain, , ,1,W,1,WSW,GENTILLY,05/09/2023,1450,30.02,-90.04,30.0165,-90.039,"Public reports flash flooding in Gentilly area of New Orleans.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",71
1104582,ORLEANS PAR.,LEE,05/09/2023,1258,Flash Flood, , ,0,0,0,0,LA,CST-6, ,181119,C,71,LIX,0,0,Public,Heavy Rain, , ,1,NW,1,NW,LEE,05/09/2023,1458,30.03,-89.99,30.032,-89.9927,"Public reports flooding at Crowder boulevard and I-10 Service road in New Orleans east.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",72
1104586,ORLEANS PAR.,VIEUX CARRE,05/09/2023,1350,Flash Flood, , ,0,0,0,0,LA,CST-6, ,181119,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NW,3,NW,VIEUX CARRE,05/09/2023,1550,29.99,-90.11,29.9941,-90.1114,"The canal underpass near I-610 is closed due to flash flooding.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",73
1104589,ORLEANS PAR.,VIEUX CARRE,05/09/2023,1430,Flash Flood, , ,0,0,10000,0,LA,CST-6, ,181119,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,2,NW,2,NW,VIEUX CARRE,05/09/2023,1630,29.99,-90.11,29.9971,-90.1063,"TV media are reported 2 high water vehicle rescues due to flash flooding at the canal underpass near I-610 in New Orleans.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",74
1104590,ORLEANS PAR.,NEW ORLEANS,05/09/2023,1500,Flash Flood, , ,0,0,7000,0,LA,CST-6, ,181119,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NNW,2,NNW,NEW ORLEANS,05/09/2023,1700,29.98,-90.12,29.9794,-90.1193,"A car is stalled on Metairie road westbound with water over the westbound lanes near Metairie Lawn cemetery in Metairie.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",75
1104591,ORLEANS PAR.,VIEUX CARRE,05/09/2023,1515,Flash Flood, , ,0,0,0,0,LA,CST-6, ,181119,C,71,LIX,0,0,Public,Heavy Rain, , ,3,NNW,3,NNW,VIEUX CARRE,05/09/2023,1715,30.01,-90.11,30.0134,-90.109,"Public reports flash flooding ongoing in Lakeview in New Orleans. Water is covering the roadway at 6300 Louis XVI street and water is up to the bumper of small cars.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",76
