STATION,NAME,DATE,AWND,PRCP,SNOW,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT10,WT11,WT13,WT14,WT16,WT18,WT21,date,flood_event,month,year,day_of_year,quarter,is_hurricane_season,is_summer,precip_3day_sum,precip_7day_sum,precip_14day_sum,precip_30day_sum,precip_7day_avg,temp_max_7day_avg,temp_min_7day_avg,precip_7day_max,precip_lag1,precip_lag2,precip_lag3,temp_range,temp_avg,high_precip_day,extreme_precip_day
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-04-30,5.3,0.0,,29.4,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-30,0,4,2011,120,2,0,0,0.0,0.0,0.0,8.900000000000013,0.0,29.142857142857142,19.771428571428572,0.0,0.0,0.0,0.0,11.599999999999998,23.6,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-01,5.3,0.0,,31.1,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-01,0,5,2011,121,2,0,0,0.0,0.0,0.0,8.900000000000013,0.0,29.214285714285715,19.857142857142858,0.0,0.0,0.0,0.0,9.400000000000002,26.4,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-02,5.1,0.0,,31.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-05-02,0,5,2011,122,2,0,0,0.0,0.0,0.0,8.900000000000013,0.0,29.285714285714285,20.099999999999998,0.0,0.0,0.0,0.0,7.200000000000003,27.5,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-03,7.1,0.0,,25.6,14.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-05-03,0,5,2011,123,2,0,0,0.0,0.0,0.0,8.900000000000013,0.0,28.571428571428573,18.9,0.0,0.0,0.0,0.0,11.200000000000001,20.0,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-04,5.4,0.0,,23.9,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-04,0,5,2011,124,2,0,0,0.0,0.0,0.0,0.0,0.0,27.7,17.785714285714285,0.0,0.0,0.0,0.0,9.499999999999998,19.15,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-05,3.6,0.0,,28.3,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-05,0,5,2011,125,2,0,0,0.0,0.0,0.0,0.0,0.0,28.08571428571429,17.62857142857143,0.0,0.0,0.0,0.0,12.700000000000001,21.95,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-06,2.0,0.0,,28.3,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-06,0,5,2011,126,2,0,0,0.0,0.0,0.0,0.0,0.0,28.24285714285714,17.3,0.0,0.0,0.0,0.0,15.0,20.8,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-07,3.3,0.0,,29.4,15.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-07,0,5,2011,127,2,0,0,0.0,0.0,0.0,0.0,0.0,28.242857142857144,16.985714285714288,0.0,0.0,0.0,0.0,13.799999999999999,22.5,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-08,3.6,0.0,,31.1,21.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-05-08,0,5,2011,128,2,0,0,0.0,0.0,0.0,0.0,0.0,28.24285714285714,16.9,0.0,0.0,0.0,0.0,10.0,26.1,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-09,3.3,0.0,,31.7,21.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-05-09,0,5,2011,129,2,0,0,0.0,0.0,0.0,0.0,0.0,28.32857142857143,16.5,0.0,0.0,0.0,0.0,10.599999999999998,26.4,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-10,3.5,0.0,,31.7,22.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-05-10,0,5,2011,130,2,0,0,0.0,0.0,0.0,0.0,0.0,29.2,17.614285714285714,0.0,0.0,0.0,0.0,9.5,26.95,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-11,3.8,0.0,,31.1,21.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-11,0,5,2011,131,2,0,0,0.0,0.0,0.0,0.0,0.0,30.228571428571428,18.657142857142862,0.0,0.0,0.0,0.0,9.400000000000002,26.4,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-12,2.9,0.0,,31.7,21.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-05-12,0,5,2011,132,2,0,0,0.0,0.0,0.0,0.0,0.0,30.714285714285715,19.52857142857143,0.0,0.0,0.0,0.0,10.0,26.7,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-13,4.2,15.2,,28.9,21.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-05-13,0,5,2011,133,2,0,0,15.2,15.2,15.2,15.200000000000014,2.1714285714285713,30.8,20.642857142857142,15.2,0.0,0.0,0.0,7.799999999999997,25.0,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-14,5.6,0.0,,25.6,17.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-05-14,0,5,2011,134,2,0,0,15.2,15.2,15.2,15.200000000000014,2.1714285714285713,30.25714285714286,20.871428571428574,15.2,15.2,0.0,0.0,8.400000000000002,21.4,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-15,4.4,0.0,,25.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-15,0,5,2011,135,2,0,0,15.2,15.2,15.2,15.200000000000014,2.1714285714285713,29.38571428571429,20.085714285714285,15.2,0.0,15.2,0.0,9.4,20.3,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-16,6.4,0.0,,25.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-16,0,5,2011,136,2,0,0,0.0,15.2,15.2,15.200000000000014,2.1714285714285713,28.514285714285712,19.214285714285715,15.2,0.0,0.0,15.2,10.600000000000001,20.3,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-17,3.0,0.0,,24.4,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-17,0,5,2011,137,2,0,0,0.0,15.2,15.2,15.200000000000014,2.1714285714285713,27.47142857142857,18.02857142857143,15.2,0.0,0.0,0.0,10.499999999999998,19.15,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-18,2.7,0.0,,27.2,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-18,0,5,2011,138,2,0,0,0.0,15.2,15.2,15.200000000000014,2.1714285714285713,26.914285714285715,16.985714285714288,15.2,0.0,0.0,0.0,12.799999999999999,20.8,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-19,4.4,0.0,,30.6,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-19,0,5,2011,139,2,0,0,0.0,15.2,15.2,15.200000000000014,2.1714285714285713,26.757142857142856,16.585714285714285,15.2,0.0,0.0,0.0,11.700000000000003,24.75,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-20,5.6,0.0,,32.2,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-20,0,5,2011,140,2,0,0,0.0,0.0,15.2,15.200000000000014,0.0,27.22857142857143,17.057142857142857,0.0,0.0,0.0,0.0,7.800000000000004,28.3,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-21,3.9,0.0,,32.2,24.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-05-21,0,5,2011,141,2,0,0,0.0,0.0,15.2,15.200000000000014,0.0,28.17142857142857,18.085714285714285,0.0,0.0,0.0,0.0,7.800000000000004,28.3,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-22,4.4,0.0,,32.8,23.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-05-22,0,5,2011,142,2,0,0,0.0,0.0,15.2,15.200000000000014,0.0,29.285714285714285,19.271428571428572,0.0,0.0,0.0,0.0,8.899999999999999,28.349999999999998,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-23,4.7,0.0,,32.2,23.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-23,0,5,2011,143,2,0,0,0.0,0.0,15.2,15.200000000000014,0.0,30.228571428571428,20.542857142857144,0.0,0.0,0.0,0.0,8.300000000000004,28.05,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-24,4.7,0.0,,32.8,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-24,0,5,2011,144,2,0,0,0.0,0.0,15.2,15.200000000000014,0.0,31.428571428571427,22.04285714285714,0.0,0.0,0.0,0.0,8.399999999999999,28.599999999999998,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-25,5.7,0.0,,32.8,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-25,0,5,2011,145,2,0,0,0.0,0.0,15.2,15.200000000000014,0.0,32.22857142857143,23.642857142857142,0.0,0.0,0.0,0.0,7.199999999999996,29.2,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-26,4.9,3.8,,32.8,23.9,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011-05-26,0,5,2011,146,2,0,0,3.8,3.8,19.0,19.000000000000014,0.5428571428571428,32.542857142857144,24.357142857142858,3.8,0.0,0.0,0.0,8.899999999999999,28.349999999999998,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-27,3.3,0.0,,31.7,21.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-27,0,5,2011,147,2,0,0,3.8,3.8,3.8,19.000000000000014,0.5428571428571428,32.47142857142857,23.97142857142857,3.8,3.8,0.0,0.0,10.0,26.7,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-28,3.6,0.0,,33.3,22.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-05-28,0,5,2011,148,2,0,0,3.8,3.8,3.8,19.000000000000014,0.5428571428571428,32.628571428571426,23.74285714285714,3.8,0.0,3.8,0.0,10.499999999999996,28.049999999999997,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-29,4.7,0.8,,33.3,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-05-29,0,5,2011,149,2,0,0,0.8,4.6,4.6,19.800000000000015,0.6571428571428571,32.699999999999996,23.814285714285713,3.8,0.0,0.0,3.8,8.899999999999999,28.849999999999998,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-30,4.0,0.0,,33.3,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-30,0,5,2011,150,2,0,0,0.8,4.6,4.6,19.800000000000015,0.6571428571428571,32.857142857142854,23.88571428571429,3.8,0.8,0.0,0.0,8.899999999999999,28.849999999999998,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-05-31,2.3,0.0,,33.9,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-31,0,5,2011,151,2,0,0,0.8,4.6,4.6,19.800000000000015,0.6571428571428571,33.01428571428571,23.814285714285713,3.8,0.0,0.8,0.0,10.0,28.9,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-01,2.4,0.0,,36.7,23.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-01,0,6,2011,152,2,1,1,0.0,4.6,4.6,19.800000000000015,0.6571428571428571,33.57142857142857,23.571428571428566,3.8,0.0,0.0,0.8,12.800000000000004,30.3,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-02,4.1,0.0,,36.7,25.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-02,0,6,2011,153,2,1,1,0.0,0.8,4.6,19.800000000000015,0.1142857142857143,34.128571428571426,23.814285714285713,0.8,0.0,0.0,0.0,11.100000000000001,31.150000000000002,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-03,2.9,0.0,,35.0,23.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-03,0,6,2011,154,2,1,1,0.0,0.8,4.6,19.800000000000015,0.1142857142857143,34.6,24.04285714285714,0.8,0.0,0.0,0.0,11.7,29.15,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-04,2.0,0.0,,37.8,23.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-04,0,6,2011,155,2,1,1,0.0,0.8,4.6,19.800000000000015,0.1142857142857143,35.24285714285714,24.2,0.8,0.0,0.0,0.0,13.899999999999999,30.849999999999998,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-05,2.1,1.0,,32.2,25.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-05,0,6,2011,156,2,1,1,1.0,1.0,5.6,20.800000000000015,0.14285714285714285,35.08571428571428,24.37142857142857,1.0,0.0,0.0,0.0,6.600000000000001,28.900000000000002,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-06,1.5,0.0,,35.0,22.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011-06-06,0,6,2011,157,2,1,1,1.0,1.0,5.6,20.800000000000015,0.14285714285714285,35.32857142857143,24.142857142857142,1.0,1.0,0.0,0.0,12.2,28.9,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-07,3.3,1.0,,34.4,22.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-07,0,6,2011,158,2,1,1,2.0,2.0,6.6,21.800000000000015,0.2857142857142857,35.4,23.985714285714288,1.0,0.0,1.0,0.0,11.599999999999998,28.6,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-08,2.1,3.3,,32.2,22.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-08,0,6,2011,159,2,1,1,4.3,5.3,9.899999999999999,25.100000000000012,0.7571428571428571,34.75714285714286,23.742857142857144,3.3,1.0,0.0,1.0,10.000000000000004,27.200000000000003,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-09,1.8,4.8,,32.8,23.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-09,0,6,2011,160,2,1,1,9.1,10.1,10.899999999999999,29.900000000000013,1.4428571428571428,34.2,23.414285714285715,4.8,3.3,1.0,0.0,9.499999999999996,28.049999999999997,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-10,1.3,1.0,,33.3,21.7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-10,0,6,2011,161,2,1,1,9.1,11.1,11.899999999999999,30.900000000000013,1.5857142857142856,33.957142857142856,23.185714285714287,4.8,4.8,3.3,1.0,11.599999999999998,27.5,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-11,2.8,29.5,,35.0,22.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-11,0,6,2011,162,2,1,1,35.3,40.6,41.4,60.40000000000001,5.8,33.55714285714286,23.02857142857143,29.5,1.0,4.8,3.3,12.2,28.9,1,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-12,1.9,0.0,,33.3,23.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-06-12,0,6,2011,163,2,1,1,30.5,39.6,40.6,45.20000000000002,5.6571428571428575,33.714285714285715,22.7,29.5,29.5,1.0,4.8,9.999999999999996,28.299999999999997,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-13,2.9,0.0,,34.4,24.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-13,0,6,2011,164,2,1,1,29.5,39.6,40.6,45.20000000000002,5.6571428571428575,33.628571428571426,22.928571428571427,29.5,0.0,29.5,1.0,10.0,29.4,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-14,3.1,0.0,,35.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-14,0,6,2011,165,2,1,1,0.0,38.6,40.6,45.20000000000002,5.514285714285714,33.714285714285715,23.157142857142862,29.5,0.0,0.0,29.5,10.600000000000001,29.7,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-15,4.0,0.0,,36.1,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-15,0,6,2011,166,2,1,1,0.0,35.300000000000004,40.6,45.20000000000002,5.042857142857144,34.27142857142857,23.471428571428568,29.5,0.0,0.0,0.0,11.700000000000003,30.25,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-16,3.6,0.0,,36.1,25.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-16,0,6,2011,167,2,1,1,0.0,30.5,40.6,45.20000000000002,4.357142857142857,34.74285714285714,23.800000000000004,29.5,0.0,0.0,0.0,10.5,30.85,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-17,4.7,0.0,,35.6,26.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-17,0,6,2011,168,2,1,1,0.0,29.5,40.6,45.20000000000002,4.214285714285714,35.07142857142857,24.514285714285712,29.5,0.0,0.0,0.0,8.900000000000002,31.15,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-18,4.6,0.0,,35.6,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-18,0,6,2011,169,2,1,1,0.0,0.0,40.6,45.20000000000002,0.0,35.15714285714286,24.985714285714288,0.0,0.0,0.0,0.0,9.5,30.85,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-19,4.8,0.0,,35.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-19,0,6,2011,170,2,1,1,0.0,0.0,39.6,45.20000000000002,0.0,35.4,25.385714285714283,0.0,0.0,0.0,0.0,8.899999999999999,30.55,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-20,6.0,1.5,,35.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-20,0,6,2011,171,2,1,1,1.5,1.5,41.1,46.70000000000002,0.21428571428571427,35.48571428571429,25.714285714285715,1.5,0.0,0.0,0.0,8.3,30.85,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-21,5.1,0.0,,33.9,24.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-21,0,6,2011,172,2,1,1,1.5,1.5,40.1,46.70000000000002,0.21428571428571427,35.32857142857143,25.714285714285715,1.5,1.5,0.0,0.0,9.5,29.15,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-22,4.6,67.3,,32.8,23.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011-06-22,0,6,2011,173,2,1,1,68.8,68.8,104.1,114.00000000000001,9.828571428571427,34.857142857142854,25.642857142857142,67.3,0.0,1.5,0.0,8.899999999999999,28.349999999999998,1,1
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-23,1.6,0.8,,31.1,24.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2011-06-23,0,6,2011,174,2,1,1,68.1,69.6,100.1,114.80000000000001,9.942857142857141,34.142857142857146,25.471428571428568,67.3,67.3,0.0,1.5,6.700000000000003,27.75,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-24,4.1,1.3,,32.2,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-24,0,6,2011,175,2,1,1,69.39999999999999,70.89999999999999,100.39999999999999,116.10000000000001,10.128571428571428,33.65714285714286,25.314285714285713,67.3,0.8,67.3,0.0,6.600000000000001,28.900000000000002,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-25,2.7,1.5,,33.9,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-25,0,6,2011,176,2,1,1,3.6,72.39999999999999,72.39999999999999,113.80000000000001,10.342857142857142,33.41428571428571,25.071428571428573,67.3,1.3,0.8,67.3,9.5,29.15,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-26,2.2,2.5,,34.4,25.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-26,0,6,2011,177,2,1,1,5.3,74.89999999999999,74.89999999999999,116.30000000000001,10.7,33.32857142857143,25.0,67.3,1.5,1.3,0.8,8.799999999999997,30.0,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-27,2.6,0.5,,34.4,25.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-06-27,0,6,2011,178,2,1,1,4.5,73.89999999999999,75.39999999999999,116.80000000000001,10.557142857142855,33.24285714285714,24.842857142857138,67.3,2.5,1.5,1.3,8.799999999999997,30.0,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-28,2.1,0.0,,35.0,23.9,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-28,0,6,2011,179,2,1,1,3.0,73.89999999999999,75.39999999999999,116.0,10.557142857142855,33.4,24.771428571428572,67.3,0.5,2.5,1.5,11.100000000000001,29.45,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-29,2.1,0.0,,35.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-29,0,6,2011,180,2,1,1,0.5,6.6,75.39999999999999,116.0,0.9428571428571428,33.714285714285715,24.771428571428572,2.5,0.0,0.5,2.5,11.100000000000001,29.45,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-06-30,2.1,3.3,,35.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-30,0,6,2011,181,2,1,1,3.3,9.1,78.7,119.30000000000001,1.3,34.357142857142854,24.857142857142858,3.3,0.0,0.0,0.5,10.600000000000001,30.3,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-07-01,3.3,0.3,,35.6,26.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011-07-01,0,7,2011,182,3,1,1,3.5999999999999996,8.1,79.0,119.60000000000001,1.157142857142857,34.84285714285714,24.928571428571427,3.3,3.3,0.0,0.0,9.5,30.85,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-07-02,3.0,0.0,,37.8,26.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-07-02,0,7,2011,183,3,1,1,3.5999999999999996,6.6,79.0,119.60000000000001,0.9428571428571428,35.4,25.17142857142857,3.3,0.3,3.3,0.0,11.699999999999996,31.95,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-07-03,1.7,12.2,,35.6,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-07-03,0,7,2011,184,3,1,1,12.5,16.299999999999997,91.19999999999999,131.8,2.3285714285714283,35.57142857142857,25.08571428571429,12.2,0.0,0.3,3.3,10.600000000000001,30.3,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-07-04,2.1,0.0,,34.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-07-04,0,7,2011,185,3,1,1,12.2,15.799999999999999,89.69999999999999,131.8,2.257142857142857,35.57142857142857,25.0,12.2,12.2,0.0,0.3,9.399999999999999,29.7,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2011-07-05,1.9,0.5,,33.9,24.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-07-05,0,7,2011,186,3,1,1,12.7,16.299999999999997,90.19999999999999,131.3,2.3285714285714283,35.41428571428572,25.071428571428573,12.2,0.0,12.2,0.0,9.5,29.15,0,0
